type,symbol,date,shares,limit_price,fill_price,fees
sell,sh.600655,2023-08-02,11553,,7.07,102.1
sell,sh.601198,2023-08-02,9687,,8.94,108.25
sell,sh.601555,2023-08-02,10112,,8.33,105.29
sell,sh.603077,2023-08-02,31717,,2.56,101.49
sell,sz.000415,2023-08-02,34388,,2.57,110.47
sell,sz.000528,2023-08-02,9929,,7.74,96.06
sell,sz.000750,2023-08-02,22713,,4.08,115.84
sell,sz.000830,2023-08-02,8105,,10.0,101.31
sell,sz.002670,2023-08-02,8241,,9.51,97.96
buy,sh.600483,2023-08-02,10425,7.88,7.87,20.51
buy,sz.000883,2023-08-02,18352,4.48,4.44,20.37
buy,sz.002608,2023-08-02,11260,7.3,7.22,20.32
sell,sh.600483,2023-08-03,10425,,7.91,103.08
sell,sz.000883,2023-08-03,18352,,4.44,101.85
buy,sh.600497,2023-08-03,15140,5.44,5.35,20.25
buy,sh.600606,2023-08-03,25188,3.27,3.26,20.53
sell,sh.600497,2023-08-04,15140,,5.38,101.82
sell,sh.600606,2023-08-04,25188,,3.34,105.16
buy,sh.688120,2023-08-04,866,95.22,93.99,20.35
buy,sz.301301,2023-08-04,9644,8.55,8.55,20.61
sell,sz.002608,2023-08-07,11260,,7.16,100.78
sell,sz.301301,2023-08-07,9644,,8.49,102.35
buy,sh.603858,2023-08-07,4381,18.83,18.59,20.36
buy,sz.000729,2023-08-07,7498,11.0,10.92,20.47
sell,sh.688120,2023-08-08,866,,94.77,102.59
sell,sh.603858,2023-08-09,4381,,18.11,99.17
buy,sh.600998,2023-08-09,16303,5.05,5.01,20.42
sell,sz.000729,2023-08-10,7498,,10.59,99.25
sell,sh.600998,2023-08-11,16303,,4.96,101.08
buy,sh.600369,2023-08-11,17693,4.64,4.49,19.86
sell,sh.600369,2023-08-14,17693,,4.36,96.43
buy,sz.002670,2023-08-15,8276,9.9,9.88,20.44
sell,sz.002670,2023-08-16,8276,,10.09,104.38
buy,sh.603858,2023-08-16,4408,18.61,18.61,20.51
sell,sh.603858,2023-08-17,4408,,18.48,101.82
buy,sh.688027,2023-08-31,609,134.45,134.1,20.42
buy,sz.002153,2023-08-31,6019,13.62,13.55,20.39
buy,sz.300718,2023-08-31,4338,18.9,18.62,20.19
buy,sz.300748,2023-08-31,4860,16.87,16.69,20.28
buy,sz.300857,2023-08-31,6453,12.71,12.63,20.38
sell,sz.300748,2023-09-01,4860,,17.03,103.46
sell,sz.300857,2023-09-01,6453,,12.57,101.39
buy,sz.002414,2023-09-01,10630,7.7,7.66,20.36
buy,sz.300002,2023-09-01,7639,10.71,10.61,20.26
sell,sh.688027,2023-09-05,609,,132.43,100.81
sell,sz.002153,2023-09-05,6019,,13.26,99.76
sell,sz.002414,2023-09-05,10630,,7.72,102.58
buy,sh.600699,2023-09-05,4474,18.3,18.24,20.4
sell,sh.600699,2023-09-06,4474,,18.26,102.12
sell,sz.300718,2023-09-06,4338,,18.58,100.75
sell,sz.300002,2023-09-07,7639,,10.0,95.49
buy,sh.600141,2023-09-07,4005,20.35,20.19,20.22
sell,sh.600141,2023-09-11,4005,,20.11,100.68
buy,sh.600863,2023-09-11,25741,3.16,3.15,20.27
sell,sh.600863,2023-09-12,25741,,3.15,101.36
buy,sh.600398,2023-09-12,12361,6.59,6.54,20.21
buy,sh.600801,2023-09-12,6478,12.58,12.52,20.28
buy,sz.000830,2023-09-12,7395,11.02,11.0,20.34
sell,sh.600801,2023-09-13,6478,,12.57,101.79
sell,sh.600398,2023-09-15,12361,,6.77,104.6
sell,sz.000830,2023-09-15,7395,,11.2,103.53
buy,sh.601866,2023-09-15,35025,2.33,2.33,20.4
buy,sz.000883,2023-09-15,19068,4.29,4.26,20.31
sell,sh.601866,2023-09-18,35025,,2.31,101.13
sell,sz.000883,2023-09-18,19068,,4.21,100.35
buy,sh.600157,2023-09-18,56360,1.45,1.44,20.29
buy,sh.600655,2023-09-18,11540,7.09,7.06,20.37
sell,sh.600157,2023-09-19,56360,,1.43,100.74
sell,sh.600655,2023-09-19,11540,,7.07,101.98
buy,sz.002265,2023-09-19,6429,12.71,12.62,20.28
sell,sz.002265,2023-09-20,6429,,12.4,99.65
buy,sh.600483,2023-09-20,10218,7.98,7.98,20.38
buy,sh.600655,2023-09-20,11575,7.05,7.04,20.37
buy,sh.600820,2023-09-20,15429,5.29,5.27,20.33
buy,sz.000958,2023-09-20,19842,4.11,4.09,20.29
sell,sh.600483,2023-09-21,10218,,7.99,102.05
sell,sh.600655,2023-09-21,11575,,7.0,101.28
sell,sh.600820,2023-09-21,15429,,5.24,101.06
sell,sz.000958,2023-09-21,19842,,4.07,100.95
buy,sz.300339,2023-09-22,3342,24.36,24.28,20.29
buy,sh.688027,2023-09-25,617,131.99,131.01,20.21
buy,sz.300604,2023-09-25,2255,36.16,34.89,19.67
buy,sz.300757,2023-09-25,1749,46.61,45.4,19.85
buy,sh.688322,2023-09-26,2480,32.7,31.88,19.77
buy,sh.603000,2023-09-27,2136,37.85,37.45,20.0
sell,sz.300339,2023-09-28,3342,,22.55,94.2
buy,sh.688192,2023-09-28,2261,35.95,35.67,20.16
buy,sh.688234,2023-09-28,1471,55.24,55.04,20.24
sell,sh.688027,2023-10-09,617,,134.55,103.77
buy,sh.688301,2023-10-09,672,122.78,119.34,20.05
buy,sz.300857,2023-10-09,6265,13.18,13.16,20.61
sell,sh.603000,2023-10-10,2136,,37.0,98.79
sell,sh.688192,2023-10-10,2261,,35.3,99.77
sell,sh.688234,2023-10-10,1471,,54.9,100.95
sell,sh.688301,2023-10-10,672,,115.24,96.8
sell,sh.688322,2023-10-10,2480,,32.21,99.85
sell,sz.300757,2023-10-10,1749,,58.53,127.96
buy,sh.600685,2023-10-10,3324,24.74,24.6,20.44
buy,sh.603077,2023-10-10,35199,2.34,2.33,20.5
sell,sh.603077,2023-10-11,35199,,2.31,101.64
sell,sz.300857,2023-10-11,6265,,13.78,107.91
buy,sh.600699,2023-10-11,4362,18.88,18.73,20.43
buy,sz.300339,2023-10-11,2977,27.67,27.6,20.54
buy,sz.300002,2023-10-12,8045,10.23,10.11,20.33
sell,sh.600699,2023-10-13,4362,,18.8,102.51
sell,sz.300002,2023-10-13,8045,,9.93,99.86
sell,sz.300339,2023-10-13,2977,,28.91,107.58
sell,sz.300604,2023-10-13,2255,,33.77,95.19
buy,sz.301200,2023-10-13,2231,36.94,36.78,20.51
buy,sh.601108,2023-10-16,10787,7.63,7.59,20.47
sell,sh.600685,2023-10-17,3324,,23.68,98.39
sell,sh.601108,2023-10-17,10787,,7.67,103.42
sell,sz.301200,2023-10-17,2231,,36.35,101.37
buy,sh.600583,2023-10-18,13674,6.02,5.99,20.48
buy,sh.600968,2023-10-18,27202,3.03,3.02,20.54
sell,sh.600583,2023-10-20,13674,,5.79,98.97
sell,sh.600968,2023-10-23,27202,,2.89,98.27
buy,sh.603650,2023-10-25,2562,31.96,31.78,20.36
buy,sz.300136,2023-10-25,3298,24.83,24.21,19.96
buy,sh.688772,2023-10-26,4650,17.61,17.23,20.03
buy,sz.300857,2023-10-26,5973,13.71,13.69,20.44
sell,sh.603650,2023-10-27,2562,,32.6,104.4
buy,sz.300339,2023-10-27,3180,25.85,25.44,20.22
sell,sh.688772,2023-10-30,4650,,19.49,113.29
sell,sz.300136,2023-10-31,3298,,26.66,109.91
sell,sz.300339,2023-10-31,3180,,26.45,105.14
sell,sz.300857,2023-10-31,5973,,14.29,106.69
buy,sh.603596,2023-10-31,1556,53.71,53.12,20.66
buy,sh.688192,2023-10-31,1904,43.91,43.78,20.84
sell,sh.603596,2023-11-01,1556,,53.72,104.49
buy,sh.688180,2023-11-01,1823,45.88,44.7,20.37
buy,sh.688220,2023-11-01,1282,65.23,64.76,20.76
buy,sh.688520,2023-11-01,1685,49.64,49.5,20.85
buy,sh.688676,2023-11-01,2555,32.74,32.54,20.78
sell,sh.688676,2023-11-02,2555,,32.27,103.06
buy,sh.601099,2023-11-02,22118,3.78,3.72,20.57
buy,sh.688234,2023-11-02,1370,60.99,60.84,20.84
buy,sz.002262,2023-11-02,3312,25.24,25.16,20.83
buy,sz.002670,2023-11-02,8505,9.83,9.8,20.84
sell,sz.002670,2023-11-03,8505,,9.77,103.87
sell,sh.688180,2023-11-06,1823,,44.7,101.86
sell,sh.688220,2023-11-06,1282,,71.07,113.89
sell,sh.688520,2023-11-06,1685,,51.34,108.13
buy,sh.600435,2023-11-06,7567,11.08,11.0,20.81
buy,sz.300604,2023-11-06,2052,40.85,40.57,20.81
sell,sz.002262,2023-11-07,3312,,25.09,103.87
buy,sh.601990,2023-11-07,10776,7.93,7.93,21.36
buy,sz.300857,2023-11-07,5538,15.44,15.18,21.02
sell,sh.600435,2023-11-08,7567,,10.96,103.67
sell,sh.601099,2023-11-08,22118,,4.07,112.53
sell,sh.601990,2023-11-08,10776,,7.93,106.82
sell,sh.688192,2023-11-08,1904,,46.83,111.46
sell,sh.688234,2023-11-08,1370,,64.11,109.79
sell,sz.300604,2023-11-08,2052,,42.4,108.76
sell,sz.300857,2023-11-08,5538,,15.45,106.95
buy,sh.600369,2023-11-08,20538,4.18,4.16,21.36
buy,sh.601555,2023-11-08,11266,7.61,7.48,21.07
buy,sh.688027,2023-11-08,620,138.1,137.94,21.38
buy,sz.002926,2023-11-08,10680,8.03,8.0,21.36
sell,sh.688027,2023-11-09,620,,138.19,107.1
buy,sz.300003,2023-11-09,5195,16.49,16.47,21.39
buy,sh.601615,2023-11-10,6168,13.87,13.66,21.06
buy,sh.601928,2023-11-10,8643,9.9,9.36,20.22
buy,sz.000032,2023-11-10,4253,20.11,20.09,21.36
sell,sh.600369,2023-11-13,20538,,4.07,104.49
sell,sh.601555,2023-11-13,11266,,7.29,102.66
sell,sh.601615,2023-11-13,6168,,13.75,106.01
sell,sz.000032,2023-11-13,4253,,21.03,111.8
sell,sz.002926,2023-11-13,10680,,7.91,105.6
sell,sz.300003,2023-11-13,5195,,16.27,105.65
buy,sh.601198,2023-11-13,10334,8.27,8.21,21.21
buy,sz.002673,2023-11-13,13059,6.54,6.53,21.32
sell,sh.601198,2023-11-14,10334,,8.51,109.93
sell,sh.601928,2023-11-14,8643,,9.06,97.88
sell,sz.002673,2023-11-14,13059,,6.62,108.06
buy,sh.603816,2023-11-16,2466,34.77,34.46,21.24
buy,sh.688065,2023-11-16,1661,51.62,51.18,21.25
buy,sz.000528,2023-11-16,13978,6.14,6.09,21.28
buy,sz.002670,2023-11-16,8254,10.39,10.24,21.13
sell,sh.603816,2023-11-17,2466,,34.12,105.17
sell,sh.688065,2023-11-17,1661,,51.01,105.91
sell,sz.000528,2023-11-17,13978,,6.06,105.88
buy,sh.600369,2023-11-17,20917,4.1,4.09,21.39
buy,sh.600606,2023-11-17,33613,2.55,2.54,21.34
buy,sh.601108,2023-11-17,10874,7.88,7.86,21.37
buy,sh.601615,2023-11-17,6309,13.58,13.57,21.4
buy,sh.688538,2023-11-17,32345,2.65,2.65,21.43
buy,sz.000997,2023-11-17,4925,17.4,17.37,21.39
buy,sz.002340,2023-11-17,14752,5.81,5.81,21.43
sell,sh.600369,2023-11-20,20917,,4.06,106.15
sell,sh.600606,2023-11-20,33613,,2.54,106.72
sell,sh.601108,2023-11-20,10874,,7.86,106.84
sell,sh.601615,2023-11-20,6309,,13.65,107.65
sell,sh.688538,2023-11-20,32345,,2.65,107.14
sell,sz.000997,2023-11-20,4925,,17.52,107.86
sell,sz.002340,2023-11-20,14752,,5.77,106.4
sell,sz.002670,2023-11-20,8254,,9.96,102.76
buy,sh.600390,2023-11-20,17430,4.91,4.89,21.31
buy,sh.600483,2023-11-20,10377,8.25,8.08,20.96
buy,sz.000060,2023-11-20,19080,4.48,4.45,21.23
buy,sh.600021,2023-11-21,9986,8.55,8.51,21.25
buy,sz.001286,2023-11-21,10707,7.97,7.96,21.31
sell,sh.600021,2023-11-22,9986,,8.46,105.6
sell,sz.000060,2023-11-22,19080,,4.42,105.42
sell,sz.001286,2023-11-22,10707,,7.89,105.6
buy,sh.601198,2023-11-22,10119,8.43,8.4,21.25
buy,sh.688183,2023-11-22,7293,11.7,11.64,21.22
buy,sh.688322,2023-11-22,2383,35.81,34.8,20.73
buy,sh.688469,2023-11-22,16162,5.28,5.25,21.21
buy,sz.000519,2023-11-22,5430,15.71,15.68,21.29
buy,sz.000750,2023-11-22,23490,3.63,3.63,21.32
buy,sz.000825,2023-11-22,21937,3.89,3.88,21.28
sell,sh.600390,2023-11-23,17430,,4.86,105.89
sell,sh.600483,2023-11-23,10377,,7.92,102.73
sell,sh.601198,2023-11-23,10119,,8.35,105.62
sell,sh.688183,2023-11-23,7293,,11.58,105.57
sell,sh.688322,2023-11-23,2383,,33.76,100.56
sell,sh.688469,2023-11-23,16162,,5.22,105.46
sell,sz.000825,2023-11-23,21937,,3.88,106.39
sell,sz.000519,2023-11-24,5430,,15.49,105.14
sell,sz.000750,2023-11-24,23490,,3.63,106.59
buy,sh.601198,2023-11-28,10104,8.38,8.36,21.12
buy,sz.000519,2023-11-28,5568,15.22,15.19,21.14
buy,sz.000528,2023-11-28,13938,6.08,6.07,21.15
buy,sz.002244,2023-11-28,10332,8.2,8.1,20.92
buy,sz.301301,2023-11-28,9290,9.12,9.0,20.9
sell,sh.601198,2023-11-29,10104,,8.36,105.59
sell,sz.000519,2023-11-29,5568,,15.21,105.86
sell,sz.000528,2023-11-29,13938,,6.04,105.23
sell,sz.002244,2023-11-29,10332,,7.8,100.74
sell,sz.301301,2023-11-29,9290,,8.77,101.84
buy,sh.688349,2023-11-29,2996,28.25,28.11,21.05
buy,sz.002265,2023-11-29,6608,12.81,12.52,20.68
buy,sz.300857,2023-11-29,3134,27.01,26.42,20.7
sell,sz.002265,2023-11-30,6608,,12.25,101.19
buy,sh.601990,2023-11-30,10676,7.9,7.86,20.98
sell,sh.601990,2023-12-01,10676,,7.86,104.89
sell,sh.688349,2023-12-04,2996,,27.44,102.76
buy,sh.603077,2023-12-05,36069,2.35,2.33,21.01
buy,sz.000032,2023-12-06,4008,21.12,21.11,21.15
sell,sh.603077,2023-12-07,36069,,2.31,104.15
buy,sz.002262,2023-12-07,3275,25.87,25.47,20.85
sell,sz.000032,2023-12-08,4008,,21.32,106.81
sell,sz.002262,2023-12-08,3275,,25.85,105.82
sell,sz.300857,2023-12-08,3134,,28.03,109.81
buy,sh.688322,2023-12-11,2381,35.45,35.45,21.1
buy,sh.688772,2023-12-12,4118,20.51,20.5,21.1
buy,sz.000032,2023-12-12,3754,22.5,22.38,21.0
buy,sz.002262,2023-12-12,3235,26.11,26.11,21.12
buy,sz.300604,2023-12-12,2047,41.27,40.48,20.72
buy,sz.300857,2023-12-12,3050,27.69,27.68,21.11
sell,sz.000032,2023-12-13,3754,,22.57,105.91
sell,sz.002262,2023-12-13,3235,,25.96,104.98
sell,sz.300604,2023-12-13,2047,,40.75,104.27
buy,sz.300339,2023-12-13,2980,28.35,27.84,20.74
sell,sh.688772,2023-12-14,4118,,20.17,103.83
buy,sz.300115,2023-12-14,6778,12.45,12.33,20.89
sell,sh.688322,2023-12-15,2381,,35.06,104.35
sell,sz.300857,2023-12-15,3050,,26.67,101.68
sell,sz.300115,2023-12-18,6778,,12.11,102.6
buy,sh.603338,2023-12-18,1788,46.97,46.5,20.79
buy,sz.002265,2023-12-18,6458,13.01,12.68,20.47
sell,sh.603338,2023-12-19,1788,,46.18,103.21
sell,sz.300339,2023-12-20,2980,,27.55,102.62
buy,sz.300002,2023-12-20,8981,9.31,9.18,20.61
sell,sz.002265,2023-12-21,6458,,11.34,91.54
sell,sz.300002,2023-12-22,8981,,8.56,96.1
buy,sz.000997,2023-12-22,4525,18.43,18.24,20.63
sell,sz.000997,2023-12-26,4525,,17.74,100.34
buy,sh.688322,2024-01-02,2201,37.58,37.02,20.37
buy,sz.000997,2024-01-02,4392,18.84,18.83,20.68
buy,sz.300115,2024-01-02,6283,13.17,13.13,20.62
buy,sz.300857,2024-01-02,3077,26.88,26.27,20.21
sell,sz.300115,2024-01-03,6283,,12.45,97.78
sell,sh.688322,2024-01-04,2201,,34.02,93.6
sell,sz.000997,2024-01-04,4392,,19.1,104.86
buy,sh.600398,2024-01-04,12105,6.76,6.73,20.37
buy,sz.300002,2024-01-04,8969,9.13,8.92,20.0
sell,sh.600398,2024-01-05,12105,,6.76,102.29
sell,sz.300002,2024-01-08,8969,,8.46,94.85
sell,sz.300857,2024-01-08,3077,,24.67,94.89
buy,sh.600398,2024-01-08,12144,6.73,6.62,20.1
buy,sh.601000,2024-01-08,23592,3.46,3.45,20.35
sell,sh.600398,2024-01-09,12144,,6.55,99.43
sell,sh.601000,2024-01-09,23592,,3.47,102.33
buy,sz.300002,2024-01-12,9108,8.94,8.86,20.17
buy,sh.600563,2024-01-15,924,88.04,87.38,20.18
buy,sh.601212,2024-01-15,30584,2.66,2.66,20.34
buy,sz.002266,2024-01-15,24233,3.36,3.33,20.17
sell,sh.600563,2024-01-16,924,,88.41,102.11
sell,sz.002266,2024-01-16,24233,,3.27,99.05
buy,sz.000539,2024-01-16,15934,5.1,5.09,20.28
buy,sz.300857,2024-01-16,3131,25.95,25.52,19.98
sell,sh.601212,2024-01-17,30584,,2.61,99.78
sell,sz.000539,2024-01-17,15934,,5.07,100.98
sell,sz.300002,2024-01-19,9108,,9.56,108.84
sell,sz.300857,2024-01-23,3131,,22.59,88.41
buy,sz.002670,2024-02-01,7897,10.26,10.26,20.26
buy,sz.300002,2024-02-05,8456,9.56,9.25,19.55
sell,sz.002670,2024-02-06,7897,,8.78,86.67
sell,sz.300002,2024-02-07,8456,,10.24,108.24
buy,sh.600435,2024-02-19,9034,8.94,8.9,20.1
buy,sh.688220,2024-02-19,1559,51.79,50.33,19.62
buy,sh.688520,2024-02-19,1773,45.55,44.28,19.63
buy,sh.600536,2024-02-20,2825,28.45,28.38,20.04
buy,sh.688234,2024-02-20,1492,53.86,53.43,19.93
buy,sh.688297,2024-02-20,2403,33.45,33.06,19.86
buy,sh.688561,2024-02-20,2498,32.18,31.84,19.88
buy,sz.002265,2024-02-20,8313,9.67,9.48,19.7
sell,sh.600435,2024-02-21,9034,,8.99,101.52
sell,sz.002265,2024-02-21,8313,,9.72,101.0
buy,sz.000032,2024-02-21,4620,17.45,17.42,20.12
buy,sz.002261,2024-02-21,6056,13.31,13.3,20.14
buy,sz.300757,2024-02-21,1639,49.17,45.72,18.73
sell,sh.688297,2024-02-22,2403,,33.31,100.05
sell,sz.002261,2024-02-22,6056,,13.88,105.07
sell,sz.300757,2024-02-22,1639,,45.87,93.98
buy,sh.600606,2024-02-22,37365,2.16,2.14,19.99
buy,sz.000415,2024-02-22,38432,2.1,2.09,20.08
sell,sz.000032,2024-02-23,4620,,18.52,106.95
buy,sz.000050,2024-02-23,9172,8.91,8.84,20.27
buy,sz.002414,2024-02-23,13529,6.04,6.0,20.29
buy,sh.600435,2024-02-26,8845,9.3,9.27,20.5
buy,sz.002153,2024-02-26,10427,7.89,7.88,20.54
buy,sz.002926,2024-02-26,10910,7.54,7.53,20.54
buy,sz.300857,2024-02-26,3406,24.15,24.01,20.44
sell,sz.002926,2024-02-27,10910,,7.59,103.51
sell,sz.300857,2024-02-27,3406,,24.39,103.84
buy,sz.001286,2024-02-27,10351,8.01,7.99,20.68
sell,sz.001286,2024-02-28,10351,,7.96,102.99
buy,sh.688027,2024-02-28,791,107.22,105.5,20.86
buy,sh.688183,2024-02-28,10126,8.38,8.02,20.3
buy,sz.002261,2024-02-28,5492,15.45,14.78,20.29
buy,sz.300339,2024-02-28,3602,23.56,22.77,20.5
sell,sh.600435,2024-02-29,8845,,9.2,101.72
sell,sh.688183,2024-02-29,10126,,7.78,98.48
buy,sh.601061,2024-03-01,10998,7.67,7.59,20.87
buy,sz.002670,2024-03-01,8336,10.12,10.07,20.99
sell,sh.601061,2024-03-04,10998,,7.67,105.44
sell,sh.688561,2024-03-04,2498,,36.38,113.6
sell,sz.002414,2024-03-04,13529,,6.4,108.23
sell,sz.300339,2024-03-04,3602,,23.92,107.7
buy,sh.600032,2024-03-04,11550,7.42,7.33,21.17
buy,sh.600435,2024-03-04,8957,9.57,9.48,21.23
buy,sh.688538,2024-03-04,36161,2.37,2.36,21.33
sell,sh.600032,2024-03-05,11550,,7.29,105.25
sell,sh.600435,2024-03-05,8957,,9.58,107.26
buy,sh.601099,2024-03-05,24932,3.43,3.38,21.07
buy,sh.688183,2024-03-05,10339,8.27,8.15,21.07
buy,sh.688322,2024-03-05,2599,32.9,32.14,20.88
sell,sh.600536,2024-03-06,2825,,33.26,117.45
sell,sh.600606,2024-03-06,37365,,2.1,98.08
buy,sh.600109,2024-03-06,9654,8.79,8.68,20.95
sell,sh.600109,2024-03-07,9654,,8.65,104.38
sell,sh.688520,2024-03-08,1773,,40.61,90.0
buy,sz.000825,2024-03-08,22167,3.76,3.75,20.78
sell,sh.688220,2024-03-11,1559,,48.62,94.75
buy,sz.002430,2024-03-11,3101,27.37,27.14,21.04
sell,sh.688234,2024-03-12,1492,,55.82,104.1
sell,sh.601099,2024-03-12,24932,,3.44,107.21
sell,sz.002430,2024-03-12,3101,,27.53,106.71
sell,sz.002670,2024-03-12,8336,,10.14,105.66
buy,sh.600369,2024-03-12,21550,4.01,4.0,21.55
buy,sz.000830,2024-03-12,9025,9.58,9.51,21.46
sell,sh.688027,2024-03-13,791,,134.04,132.53
buy,sh.600390,2024-03-13,17955,4.83,4.77,21.41
buy,sh.600606,2024-03-13,39435,2.2,2.16,21.29
buy,sh.600820,2024-03-13,15553,5.58,5.53,21.5
buy,sh.688234,2024-03-13,1580,54.91,54.86,21.67
buy,sh.688520,2024-03-13,2014,43.07,42.9,21.6
sell,sz.000415,2024-03-14,38432,,2.14,102.81
sell,sh.600390,2024-03-15,17955,,4.75,106.61
sell,sh.600606,2024-03-15,39435,,2.13,105.0
sell,sh.600820,2024-03-15,15553,,5.54,107.7
sell,sh.688234,2024-03-15,1580,,53.7,106.06
sell,sh.688322,2024-03-15,2599,,36.47,118.48
sell,sh.688520,2024-03-15,2014,,44.64,112.38
sell,sh.688538,2024-03-15,36161,,2.28,103.06
sell,sz.000050,2024-03-15,9172,,9.08,104.1
sell,sz.000825,2024-03-15,22167,,3.69,102.25
sell,sz.002153,2024-03-15,10427,,7.85,102.31
sell,sz.002261,2024-03-15,5492,,16.51,113.34
sell,sh.688183,2024-03-18,10339,,9.47,122.39
buy,sh.601212,2024-03-18,30728,2.82,2.82,21.66
buy,sz.000519,2024-03-18,6533,13.26,13.24,21.62
sell,sh.601212,2024-03-19,30728,,2.84,109.08
sell,sz.000830,2024-03-19,9025,,9.55,107.74
buy,sh.600435,2024-03-19,9032,9.66,9.6,21.68
buy,sh.601061,2024-03-19,10911,7.99,7.97,21.74
buy,sh.601198,2024-03-19,10675,8.17,8.08,21.56
buy,sz.000750,2024-03-19,25087,3.48,3.43,21.51
buy,sz.000997,2024-03-19,4478,19.48,19.16,21.45
buy,sz.002607,2024-03-19,25806,3.38,3.34,21.55
sell,sh.601061,2024-03-20,10911,,7.9,107.75
sell,sh.601198,2024-03-20,10675,,8.07,107.68
sell,sz.000519,2024-03-20,6533,,13.34,108.94
sell,sz.000750,2024-03-20,25087,,3.41,106.93
buy,sh.688520,2024-03-20,1913,45.3,45.06,21.55
buy,sz.002080,2024-03-20,5857,14.8,14.77,21.63
buy,sz.002414,2024-03-20,10756,8.06,7.91,21.27
sell,sh.600369,2024-03-21,21550,,3.96,106.67
sell,sh.688520,2024-03-21,1913,,44.82,107.18
sell,sz.002080,2024-03-21,5857,,14.74,107.92
sell,sz.002607,2024-03-21,25806,,3.33,107.42
buy,sh.688561,2024-03-21,2396,36.26,36.25,21.71
